holeid,from,to,Code,Code_Long,Code_Description
EZ18-002,33.88,38.51,EZW2,End Zone waste2,End Zone barren material between middle and lower lenses
EZ18-002,38.51,38.6,EZW2,End Zone waste2,End Zone barren material between middle and lower lenses
EZ18-002,38.6,42.42,EZW2,End Zone waste2,End Zone barren material between middle and lower lenses
EZ18-002,42.42,42.56,EZW2,End Zone waste2,End Zone barren material between middle and lower lenses
EZ18-002,42.56,43,EZW2,End Zone waste2,End Zone barren material between middle and lower lenses
EZ18-002,43,44.5,EZW2,End Zone waste2,End Zone barren material between middle and lower lenses
EZ18-002,44.5,46.06,EZW2,End Zone waste2,End Zone barren material between middle and lower lenses
EZ18-002,46.06,46.98,EZW2,End Zone waste2,End Zone barren material between middle and lower lenses
EZ18-002,46.98,48.07,EZW2,End Zone waste2,End Zone barren material between middle and lower lenses
EZ18-002,48.07,49.07,EZLL,End Zone Lower Lens,End Zone lower lens; laminated stratiform sphalerite-galena-pyrite-barite
EZ18-002,49.07,50.01,EZLL,End Zone Lower Lens,End Zone lower lens; laminated stratiform sphalerite-galena-pyrite-barite
EZ18-002,50.01,51.01,EZLL,End Zone Lower Lens,End Zone lower lens; laminated stratiform sphalerite-galena-pyrite-barite
EZ18-002,51.01,52.23,EZLL,End Zone Lower Lens,End Zone lower lens; laminated stratiform sphalerite-galena-pyrite-barite
EZ18-002,52.23,53.29,EZLL,End Zone Lower Lens,End Zone lower lens; laminated stratiform sphalerite-galena-pyrite-barite
EZ18-002,53.29,54.31,EZLL,End Zone Lower Lens,End Zone lower lens; laminated stratiform sphalerite-galena-pyrite-barite
EZ18-002,54.31,55.32,EZLL,End Zone Lower Lens,End Zone lower lens; laminated stratiform sphalerite-galena-pyrite-barite
EZ18-002,55.32,56.1,EZLL,End Zone Lower Lens,End Zone lower lens; laminated stratiform sphalerite-galena-pyrite-barite
EZ18-002,56.1,57.02,EZLL,End Zone Lower Lens,End Zone lower lens; laminated stratiform sphalerite-galena-pyrite-barite
EZ18-002,57.02,58,EZLL,End Zone Lower Lens,End Zone lower lens; laminated stratiform sphalerite-galena-pyrite-barite
EZ18-002,58,58.96,EZLL,End Zone Lower Lens,End Zone lower lens; laminated stratiform sphalerite-galena-pyrite-barite
EZ18-002,58.96,60.12,EZLL,End Zone Lower Lens,End Zone lower lens; laminated stratiform sphalerite-galena-pyrite-barite
EZ18-002,60.12,61.05,EZLL,End Zone Lower Lens,End Zone lower lens; laminated stratiform sphalerite-galena-pyrite-barite
EZ18-002,61.05,61.83,EZLL,End Zone Lower Lens,End Zone lower lens; laminated stratiform sphalerite-galena-pyrite-barite
EZ18-002,61.83,62.77,EZLL,End Zone Lower Lens,End Zone lower lens; laminated stratiform sphalerite-galena-pyrite-barite
EZ18-002,62.77,63.86,EZLL,End Zone Lower Lens,End Zone lower lens; laminated stratiform sphalerite-galena-pyrite-barite
EZ18-002,63.86,64.74,EZLL,End Zone Lower Lens,End Zone lower lens; laminated stratiform sphalerite-galena-pyrite-barite
EZ18-003,12,13.5,EZUL,End Zone Upper Lens,End Zone upper lens; minor zinc mineralization
EZ18-003,13.5,14.1,EZUL,End Zone Upper Lens,End Zone upper lens; minor zinc mineralization
EZ18-003,14.1,15.14,EZUL,End Zone Upper Lens,End Zone upper lens; minor zinc mineralization
EZ18-003,15.14,16.1,EZUL,End Zone Upper Lens,End Zone upper lens; minor zinc mineralization
EZ18-003,16.1,17.14,EZUL,End Zone Upper Lens,End Zone upper lens; minor zinc mineralization
EZ18-003,17.14,18,EZUL,End Zone Upper Lens,End Zone upper lens; minor zinc mineralization
EZ18-003,18,27.45,EZUL,End Zone Upper Lens,End Zone upper lens; minor zinc mineralization
EZ18-003,27.45,27.61,EZUL,End Zone Upper Lens,End Zone upper lens; minor zinc mineralization
EZ18-003,27.61,27.978,EZUL,End Zone Upper Lens,End Zone upper lens; minor zinc mineralization
EZ18-003,27.978,29.521,EZW1,End Zone waste1,End Zone barren material between upper and middle lenses
EZ18-003,29.521,29.86,EZUL,End Zone Upper Lens,End Zone upper lens; minor zinc mineralization
EZ18-003,29.86,30,EZUL,End Zone Upper Lens,End Zone upper lens; minor zinc mineralization
EZ18-003,30,30.74,EZUL,End Zone Upper Lens,End Zone upper lens; minor zinc mineralization
EZ18-003,30.74,30.94,EZUL,End Zone Upper Lens,End Zone upper lens; minor zinc mineralization
EZ18-003,30.94,34.76,EZUL,End Zone Upper Lens,End Zone upper lens; minor zinc mineralization
EZ18-003,34.76,34.88,EZUL,End Zone Upper Lens,End Zone upper lens; minor zinc mineralization
EZ18-003,34.88,38.94,EZUL,End Zone Upper Lens,End Zone upper lens; minor zinc mineralization
EZ18-003,38.94,39.13,EZUL,End Zone Upper Lens,End Zone upper lens; minor zinc mineralization
EZ18-003,39.13,41.616,EZUL,End Zone Upper Lens,End Zone upper lens; minor zinc mineralization
EZ18-003,41.616,41.8,EZW1,End Zone waste1,End Zone barren material between upper and middle lenses
EZ18-003,41.8,42,EZW1,End Zone waste1,End Zone barren material between upper and middle lenses
EZ18-003,42,44.44,EZW1,End Zone waste1,End Zone barren material between upper and middle lenses
EZ18-003,44.44,44.75,EZW1,End Zone waste1,End Zone barren material between upper and middle lenses
EZ18-003,44.75,48,EZW1,End Zone waste1,End Zone barren material between upper and middle lenses
EZ18-003,48,48.19,EZW1,End Zone waste1,End Zone barren material between upper and middle lenses
EZ18-003,48.19,50.9,EZW1,End Zone waste1,End Zone barren material between upper and middle lenses
EZ18-003,50.9,51.07,EZW1,End Zone waste1,End Zone barren material between upper and middle lenses
EZ18-003,51.07,53.09,EZW1,End Zone waste1,End Zone barren material between upper and middle lenses
EZ18-003,53.09,53.35,EZW1,End Zone waste1,End Zone barren material between upper and middle lenses
EZ18-003,53.35,55.38,EZW1,End Zone waste1,End Zone barren material between upper and middle lenses
EZ18-003,55.38,55.57,EZW1,End Zone waste1,End Zone barren material between upper and middle lenses
EZ18-003,55.57,59.3,EZW1,End Zone waste1,End Zone barren material between upper and middle lenses
EZ18-003,59.3,59.45,EZW1,End Zone waste1,End Zone barren material between upper and middle lenses
EZ18-003,59.45,60.54,EZW1,End Zone waste1,End Zone barren material between upper and middle lenses
EZ18-003,60.54,60.71,EZW1,End Zone waste1,End Zone barren material between upper and middle lenses
EZ18-003,60.71,64.84,EZW1,End Zone waste1,End Zone barren material between upper and middle lenses
EZ18-003,64.84,65.01,EZW1,End Zone waste1,End Zone barren material between upper and middle lenses
EZ18-003,65.01,68.64,EZW1,End Zone waste1,End Zone barren material between upper and middle lenses
EZ18-003,68.64,68.79,EZW1,End Zone waste1,End Zone barren material between upper and middle lenses
EZ18-003,68.79,69.59,EZW1,End Zone waste1,End Zone barren material between upper and middle lenses
EZ18-003,69.59,69.77,EZW1,End Zone waste1,End Zone barren material between upper and middle lenses
EZ18-003,69.77,70.9,EZW1,End Zone waste1,End Zone barren material between upper and middle lenses
EZ18-003,70.9,71.02,EZW1,End Zone waste1,End Zone barren material between upper and middle lenses
EZ18-003,71.02,73.88,EZW1,End Zone waste1,End Zone barren material between upper and middle lenses
EZ18-003,73.88,73.96,EZW1,End Zone waste1,End Zone barren material between upper and middle lenses
EZ18-003,73.96,78.58,EZW1,End Zone waste1,End Zone barren material between upper and middle lenses
EZ18-003,78.58,78.69,EZW1,End Zone waste1,End Zone barren material between upper and middle lenses
EZ18-003,78.69,80.81,EZW1,End Zone waste1,End Zone barren material between upper and middle lenses
EZ18-003,80.81,81,EZW1,End Zone waste1,End Zone barren material between upper and middle lenses
EZ18-003,81,83.57,EZW1,End Zone waste1,End Zone barren material between upper and middle lenses
EZ18-003,83.57,83.66,EZW1,End Zone waste1,End Zone barren material between upper and middle lenses
EZ18-003,83.66,86.79,EZW1,End Zone waste1,End Zone barren material between upper and middle lenses
EZ18-003,86.79,86.89,EZW1,End Zone waste1,End Zone barren material between upper and middle lenses
EZ18-003,86.89,90,EZW1,End Zone waste1,End Zone barren material between upper and middle lenses
EZ18-003,90,91,EZW1,End Zone waste1,End Zone barren material between upper and middle lenses
EZ18-003,91,92,EZW1,End Zone waste1,End Zone barren material between upper and middle lenses
EZ18-003,92,93,EZW1,End Zone waste1,End Zone barren material between upper and middle lenses
EZ18-003,93,94.5,EZML,End Zone Middle Lens,End Zone middle lens; minor zinc mineralization
EZ18-003,94.5,96,EZML,End Zone Middle Lens,End Zone middle lens; minor zinc mineralization
EZ18-003,96,99.75,EZML,End Zone Middle Lens,End Zone middle lens; minor zinc mineralization
EZ18-003,99.75,101,EZML,End Zone Middle Lens,End Zone middle lens; minor zinc mineralization
EZ18-003,101,102,EZML,End Zone Middle Lens,End Zone middle lens; minor zinc mineralization
EZ18-003,102,104.05,EZML,End Zone Middle Lens,End Zone middle lens; minor zinc mineralization
EZ18-003,104.05,105.53,EZML,End Zone Middle Lens,End Zone middle lens; minor zinc mineralization
EZ18-003,105.53,106.5,EZML,End Zone Middle Lens,End Zone middle lens; minor zinc mineralization
EZ18-003,106.5,107.5,EZML,End Zone Middle Lens,End Zone middle lens; minor zinc mineralization
EZ18-003,107.5,109,EZML,End Zone Middle Lens,End Zone middle lens; minor zinc mineralization
EZ18-003,109,111,EZML,End Zone Middle Lens,End Zone middle lens; minor zinc mineralization
EZ18-003,111,112.47,EZW2,End Zone waste2,End Zone barren material between middle and lower lenses
EZ18-003,112.47,114,EZW2,End Zone waste2,End Zone barren material between middle and lower lenses
EZ18-003,114,115.5,EZW2,End Zone waste2,End Zone barren material between middle and lower lenses
EZ18-003,115.5,116.96,EZW2,End Zone waste2,End Zone barren material between middle and lower lenses
EZ18-003,116.96,118.52,EZW2,End Zone waste2,End Zone barren material between middle and lower lenses
EZ18-003,118.52,120,EZW2,End Zone waste2,End Zone barren material between middle and lower lenses
EZ18-003,120,121.57,EZW2,End Zone waste2,End Zone barren material between middle and lower lenses
EZ18-003,121.57,123,EZW2,End Zone waste2,End Zone barren material between middle and lower lenses
EZ18-003,123,124.62,EZW2,End Zone waste2,End Zone barren material between middle and lower lenses
EZ18-003,124.62,126,EZW2,End Zone waste2,End Zone barren material between middle and lower lenses
EZ18-003,126,127.5,EZW2,End Zone waste2,End Zone barren material between middle and lower lenses
EZ18-003,127.5,127.52,EZW2,End Zone waste2,End Zone barren material between middle and lower lenses
EZ18-003,127.52,128.64,EZW2,End Zone waste2,End Zone barren material between middle and lower lenses
EZ18-003,128.64,130.42,EZW2,End Zone waste2,End Zone barren material between middle and lower lenses
EZ18-003,130.42,132.53,EZW2,End Zone waste2,End Zone barren material between middle and lower lenses
EZ18-003,132.53,134.53,EZW2,End Zone waste2,End Zone barren material between middle and lower lenses
EZ18-003,134.53,136.21,EZW2,End Zone waste2,End Zone barren material between middle and lower lenses
EZ18-003,136.21,138.32,EZW2,End Zone waste2,End Zone barren material between middle and lower lenses
EZ18-003,138.32,140.07,EZW2,End Zone waste2,End Zone barren material between middle and lower lenses
EZ18-003,140.07,141.96,EZW2,End Zone waste2,End Zone barren material between middle and lower lenses
EZ18-003,141.96,144,EZW2,End Zone waste2,End Zone barren material between middle and lower lenses
EZ18-003,144,146,EZW2,End Zone waste2,End Zone barren material between middle and lower lenses
EZ18-003,146,147.76,EZW2,End Zone waste2,End Zone barren material between middle and lower lenses
EZ18-003,147.76,149.44,EZW2,End Zone waste2,End Zone barren material between middle and lower lenses
EZ18-003,149.44,151,EZW2,End Zone waste2,End Zone barren material between middle and lower lenses
EZ18-003,151,153,EZW2,End Zone waste2,End Zone barren material between middle and lower lenses
EZ18-003,153,154.56,EZW2,End Zone waste2,End Zone barren material between middle and lower lenses
EZ18-003,154.56,155.6,EZW2,End Zone waste2,End Zone barren material between middle and lower lenses
EZ18-003,155.6,156.59,EZW2,End Zone waste2,End Zone barren material between middle and lower lenses
EZ18-003,156.59,157.57,EZW2,End Zone waste2,End Zone barren material between middle and lower lenses
EZ18-003,157.57,158.32,EZLL,End Zone Lower Lens,End Zone lower lens; laminated stratiform sphalerite-galena-pyrite-barite
EZ18-003,158.32,159,EZLL,End Zone Lower Lens,End Zone lower lens; laminated stratiform sphalerite-galena-pyrite-barite
EZ18-003,159,160,EZLL,End Zone Lower Lens,End Zone lower lens; laminated stratiform sphalerite-galena-pyrite-barite
EZ18-003,160,160.86,EZLL,End Zone Lower Lens,End Zone lower lens; laminated stratiform sphalerite-galena-pyrite-barite
EZ18-003,160.86,161.71,EZLL,End Zone Lower Lens,End Zone lower lens; laminated stratiform sphalerite-galena-pyrite-barite
EZ18-003,161.71,162.81,EZLL,End Zone Lower Lens,End Zone lower lens; laminated stratiform sphalerite-galena-pyrite-barite
EZ18-003,162.81,163.79,EZLL,End Zone Lower Lens,End Zone lower lens; laminated stratiform sphalerite-galena-pyrite-barite
EZ18-003,163.79,164.64,EZLL,End Zone Lower Lens,End Zone lower lens; laminated stratiform sphalerite-galena-pyrite-barite
EZ18-003,164.64,165.23,EZLL,End Zone Lower Lens,End Zone lower lens; laminated stratiform sphalerite-galena-pyrite-barite
EZ18-003,165.23,166.12,EZLL,End Zone Lower Lens,End Zone lower lens; laminated stratiform sphalerite-galena-pyrite-barite
EZ18-004,45,45.84,EZLL,End Zone Lower Lens,End Zone lower lens; laminated stratiform sphalerite-galena-pyrite-barite
EZ18-004,45.84,46.32,EZLL,End Zone Lower Lens,End Zone lower lens; laminated stratiform sphalerite-galena-pyrite-barite
EZ18-004,46.32,46.94,EZLL,End Zone Lower Lens,End Zone lower lens; laminated stratiform sphalerite-galena-pyrite-barite
EZ18-004,46.94,47.81,EZLL,End Zone Lower Lens,End Zone lower lens; laminated stratiform sphalerite-galena-pyrite-barite
EZ18-004,47.81,48.85,EZLL,End Zone Lower Lens,End Zone lower lens; laminated stratiform sphalerite-galena-pyrite-barite
EZ18-004,48.85,49.8,EZLL,End Zone Lower Lens,End Zone lower lens; laminated stratiform sphalerite-galena-pyrite-barite
EZ18-004,49.8,50.52,EZLL,End Zone Lower Lens,End Zone lower lens; laminated stratiform sphalerite-galena-pyrite-barite
EZ18-004,50.52,51,EZLL,End Zone Lower Lens,End Zone lower lens; laminated stratiform sphalerite-galena-pyrite-barite
EZ18-004,51,51.69,EZLL,End Zone Lower Lens,End Zone lower lens; laminated stratiform sphalerite-galena-pyrite-barite
EZ18-004,51.69,52.6,EZLL,End Zone Lower Lens,End Zone lower lens; laminated stratiform sphalerite-galena-pyrite-barite
EZ18-004,52.6,53.87,EZLL,End Zone Lower Lens,End Zone lower lens; laminated stratiform sphalerite-galena-pyrite-barite
EZ18-005,5.371,7.5,EZW1,End Zone waste1,End Zone barren material between upper and middle lenses
EZ18-005,7.5,7.61,EZW1,End Zone waste1,End Zone barren material between upper and middle lenses
EZ18-005,7.61,9.4,EZW1,End Zone waste1,End Zone barren material between upper and middle lenses
EZ18-005,9.4,9.51,EZW1,End Zone waste1,End Zone barren material between upper and middle lenses
EZ18-005,9.51,14,EZW1,End Zone waste1,End Zone barren material between upper and middle lenses
EZ18-005,14,14.06,EZW1,End Zone waste1,End Zone barren material between upper and middle lenses
EZ18-005,14.06,15.05,EZW1,End Zone waste1,End Zone barren material between upper and middle lenses
EZ18-005,15.05,15.17,EZW1,End Zone waste1,End Zone barren material between upper and middle lenses
EZ18-005,15.17,18.81,EZW1,End Zone waste1,End Zone barren material between upper and middle lenses
EZ18-005,18.81,19.04,EZW1,End Zone waste1,End Zone barren material between upper and middle lenses
EZ18-005,19.04,23.88,EZW1,End Zone waste1,End Zone barren material between upper and middle lenses
EZ18-005,23.88,24,EZW1,End Zone waste1,End Zone barren material between upper and middle lenses
EZ18-005,24,24.93,EZW1,End Zone waste1,End Zone barren material between upper and middle lenses
EZ18-005,24.93,25.12,EZW1,End Zone waste1,End Zone barren material between upper and middle lenses
EZ18-005,25.12,32.33,EZW1,End Zone waste1,End Zone barren material between upper and middle lenses
EZ18-005,32.33,32.53,EZW1,End Zone waste1,End Zone barren material between upper and middle lenses
EZ18-005,32.53,39,EZW1,End Zone waste1,End Zone barren material between upper and middle lenses
EZ18-005,39,39.07,EZW1,End Zone waste1,End Zone barren material between upper and middle lenses
EZ18-005,39.07,45.1,EZW1,End Zone waste1,End Zone barren material between upper and middle lenses
EZ18-005,45.1,45.15,EZW1,End Zone waste1,End Zone barren material between upper and middle lenses
