holeid,from,to,Code,Code_Long,Code_Description
NB21-002,364.43,365,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-002,365,365.65,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-002,365.65,366,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-002,366,366.64,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-002,366.64,367,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-002,367,367.57,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-002,367.57,368,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-002,368,368.62,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-002,368.62,369,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-002,369,369.67,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-002,369.67,370,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-002,370,370.57,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-002,370.57,371,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-002,371,371.48,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-002,371.48,372,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-002,372,372.8,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-002,372.8,373,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-002,373,373.78,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-002,373.78,374,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-002,374,374.65,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-002,374.65,375,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-002,375,375.63,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-002,375.63,376,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-002,376,377,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-002,377,377.07,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-002,377.07,378,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-002,378,378.46,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-002,378.46,379,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-002,379,379.52,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-003,78.9,79,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-003,79,79.92,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-003,79.92,80,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-003,80,81,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-003,81,81.05,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-003,81.05,82,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-003,82,82.71,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-003,82.71,83,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-003,83,83.34,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-003,83.34,84,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-003,84,85,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-003,85,86,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-003,86,87,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-003,87,87.05,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-003,87.05,88,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-003,88,88.96,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-003,88.96,89,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-003,89,89.55,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-003,89.55,90,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-003,90,90.42,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-003,90.42,91,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-003,91,91.16,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-003,91.16,91.93,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-003,91.93,92,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-003,92,92.97,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-003,92.97,93,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-003,93,94,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-003,94,95,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-003,95,95.34,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-003,95.34,96,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-003,96,96.42,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-003,96.42,97,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-003,97,97.44,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-003,97.44,98,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-003,98,98.56,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-003,98.56,99,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-003,99,99.5,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-003,99.5,100,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-003,100,100.5,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-003,100.5,101,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-003,101,101.5,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-003,101.5,102,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-003,102,102.5,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-003,102.5,103,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-003,103,103.5,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-003,103.5,104,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-003,104,104.46,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-003,104.46,105,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-003,105,105.48,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-003,105.48,106,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-003,106,106.5,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-003,106.5,107,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-003,107,107.5,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-003,107.5,108,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-003,108,108.5,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-003,108.5,109,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-003,109,109.5,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-003,109.5,110,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-003,110,110.5,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-003,110.5,111,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-003,111,111.63,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-003,111.63,112,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-003,112,112.55,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-003,112.55,113,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-003,113,113.73,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-003,113.73,114,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-003,114,114.67,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-003,114.67,115,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-003,115,115.5,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-003,115.5,116,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-003,116,116.58,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-003,116.58,117,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-003,117,117.89,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-004,221.1,221.95,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-004,221.95,222,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-004,222,223,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-004,223,223.03,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-004,223.03,224,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-004,224,224.43,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-004,224.43,225,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-004,225,226,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-004,226,226.02,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-004,226.02,226.5,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-004,226.5,227,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-004,227,228,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-004,228,229,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-004,229,229.28,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-004,229.28,230,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-004,230,231,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-004,231,232,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-004,232,233,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-004,233,233.04,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-004,233.04,234,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-004,234,234.04,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-004,234.04,235,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-004,235,236,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-004,236,236.05,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-004,236.05,237,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-004,237,237.05,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-004,237.05,238,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-004,238,239,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-004,239,240,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-004,240,241,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-004,241,242,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-006,39.2,40.2,BZUZ,Boundary Zone Upper Zone,"Boundary Upper Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-006,40.2,40.3,BZUZ,Boundary Zone Upper Zone,"Boundary Upper Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-006,40.3,41.2,BZUZ,Boundary Zone Upper Zone,"Boundary Upper Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-006,41.2,42.2,BZUZ,Boundary Zone Upper Zone,"Boundary Upper Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-006,42.2,43.2,BZUZ,Boundary Zone Upper Zone,"Boundary Upper Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-006,43.2,44.2,BZUZ,Boundary Zone Upper Zone,"Boundary Upper Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-006,44.2,45.2,BZUZ,Boundary Zone Upper Zone,"Boundary Upper Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-006,45.2,48.07,BZUZ,Boundary Zone Upper Zone,"Boundary Upper Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-006,48.07,50.87,BZUZ,Boundary Zone Upper Zone,"Boundary Upper Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-006,50.87,51.43,BZUZ,Boundary Zone Upper Zone,"Boundary Upper Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-006,51.43,51.6,BZUZ,Boundary Zone Upper Zone,"Boundary Upper Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-006,99,100,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-006,100,101,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-006,101,101.21,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-006,101.21,102,BZPZ,Boundary Zone Prime Zone,"Boundary Main Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-007,34.7,37.15,BZUZ,Boundary Zone Upper Zone,"Boundary Upper Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
NB21-007,37.15,38.2,BZUZ,Boundary Zone Upper Zone,"Boundary Upper Stratiform Sulphides; laminated to massive pyrite, sphalerite, and or galena inter bedded with baritic black mudstones; locally silicified"
