HoleID,HoleType,Year,Property,Prospect,Grid,Easting,Northing,Elevation,NewsRelease,Length_m,Dip,Azimuth
JS19-002,DDH,2019,JASON,Jason Exploration,NAD83 / UTM zone 9N,436166.24,7002949.74,1299.641,2020-01-07,100.2,-49,11.03
JS23-001,DDH,2023,JASON,Jason South,NAD83 / UTM zone 9N,436722.335,7002304.477,1185,2024-02-01,587,-84.47,228.15
JS23-001D1,DDH,2023,JASON,Jason South,NAD83 / UTM zone 9N,436722.335,7002304.477,1185,2024-02-01,665,-84.47,228.15
JS75-001,DDH,1975,JASON,Jason Main,NAD83 / UTM zone 9N,436396.42,7002772.54,1295.52,Historical,31.09,-90,1.12
JS75-002,DDH,1975,JASON,Jason Main,NAD83 / UTM zone 9N,436396.42,7002772.54,1295.52,Historical,117.35,-50,91.12
JS75-003,DDH,1975,JASON,Jason Main,NAD83 / UTM zone 9N,436396.42,7002772.54,1295.52,Historical,53.64,-50,1.12
JS75-004,DDH,1975,JASON,Jason Main,NAD83 / UTM zone 9N,436405.97,7002851.21,1304.83,Historical,67.67,-50,181.12
JS75-005,DDH,1975,JASON,Jason Main,NAD83 / UTM zone 9N,436407.19,7002902.48,1314.95,Historical,140.82,-50,181.12
JS75-006,DDH,1975,JASON,Jason Exploration,NAD83 / UTM zone 9N,436047.34,7002772.03,1261.88,Historical,117.65,-50,46.12
JS75-007,DDH,1975,JASON,Jason Exploration,NAD83 / UTM zone 9N,436103.07,7002792.43,1272.12,Historical,163.98,-50,226.12
JS76-008,DDH,1976,JASON,Exploration,NAD83 / UTM zone 9N,438608.62,7003868.68,1211.4,Historical,350.82,-90,271.12
JS76-009,DDH,1976,JASON,Jason Exploration,NAD83 / UTM zone 9N,436447.44,7002525.41,1248.92,Historical,18.29,-50,271.12
JS76-009A,DDH,1976,JASON,Jason South,NAD83 / UTM zone 9N,436447.44,7002525.41,1248.92,Historical,85.34,-50,271.12
JS76-010,DDH,1976,JASON,Jason Exploration,NAD83 / UTM zone 9N,436320.68,7002521.99,1246.59,Historical,133.29,-50,91.12
JS76-011,DDH,1976,JASON,Jason Main,NAD83 / UTM zone 9N,436590.73,7002678.79,1274.28,Historical,141.73,-55,1.12
JS76-012,DDH,1976,JASON,Jason Main,NAD83 / UTM zone 9N,436265.17,7002968.87,1316.04,Historical,149.96,-55,181.12
JS76-013,DDH,1976,JASON,Jason Main,NAD83 / UTM zone 9N,436853.12,7002672.81,1201.34,Historical,17.68,-50,1.12
JS76-013A,DDH,1976,JASON,Jason Main,NAD83 / UTM zone 9N,436853.12,7002672.81,1201.34,Historical,90.53,-50,1.12
JS76-014,DDH,1976,JASON,Jason Main,NAD83 / UTM zone 9N,436852.22,7002626.23,1194.05,Historical,102.11,-53,1.12
JS76-015,DDH,1976,JASON,Jason Main,NAD83 / UTM zone 9N,437048.99,7002556.65,1157.96,Historical,157.28,-51,1.12
JS76-016,DDH,1976,JASON,Jason Main,NAD83 / UTM zone 9N,437048.88,7002632.21,1161.28,Historical,122.22,-52,1.12
JS76-017,DDH,1976,JASON,Exploration,NAD83 / UTM zone 9N,438480.12,7004050.46,1159.77,Historical,482.8,-90,291.12
JS76-018,DDH,1976,JASON,Exploration,NAD83 / UTM zone 9N,436339.45,7003602.47,1389.06,Historical,56.69,-50,181.12
JS76-019,DDH,1976,JASON,Exploration,NAD83 / UTM zone 9N,436304.86,7003481.37,1388.45,Historical,130.45,-50,1.12
JS76-020,DDH,1976,JASON,Jason Exploration,NAD83 / UTM zone 9N,436391.58,7002554.37,1253.55,Historical,121.92,-49.5,1.12
JS77-021,DDH,1977,JASON,Jason Main,NAD83 / UTM zone 9N,436855.25,7002611.66,1193.07,Historical,171.9,-71,2.12
JS77-022,DDH,1977,JASON,Jason Main,NAD83 / UTM zone 9N,436590.46,7002699.99,1275.95,Historical,263.96,-72,1.12
JS77-023,DDH,1977,JASON,Jason Main,NAD83 / UTM zone 9N,436123.75,7002931.45,1290.39,Historical,128.02,-70,186.12
JS77-024,DDH,1977,JASON,Jason Main,NAD83 / UTM zone 9N,436401.17,7002730.28,1293.7,Historical,294.13,-70,359.12
JS77-025,DDH,1977,JASON,Jason Main,NAD83 / UTM zone 9N,436264.94,7002981.15,1316.58,Historical,263.65,-71,175.37
JS77-026,DDH,1977,JASON,Jason Main,NAD83 / UTM zone 9N,436968.9,7002552.69,1168.88,Historical,283.31,-72,343.12
JS78-027,DDH,1978,JASON,Jason Main,NAD83 / UTM zone 9N,436766.33,7002628.59,1213.26,Historical,221.28,-70,1.12
JS78-028A,DDH,1978,JASON,Jason Main,NAD83 / UTM zone 9N,437048.75,7002493.67,1155.73,Historical,367.28,-72,351.12
JS78-029,DDH,1978,JASON,Jason Exploration,NAD83 / UTM zone 9N,436402.29,7002682.47,1286.99,Historical,91.16,-50,181.12
JS78-030,DDH,1978,JASON,Jason South,NAD83 / UTM zone 9N,436420,7002571.39,1261.65,Historical,257.56,-51,178.12
JS78-031,DDH,1978,JASON,Jason Exploration,NAD83 / UTM zone 9N,436782.71,7002454.34,1186.36,Historical,619.35,-70,5.12
JS78-032,DDH,1978,JASON,Jason South,NAD83 / UTM zone 9N,436428.73,7002487.83,1240.14,Historical,121.92,-50,181.12
JS78-033,DDH,1978,JASON,Jason South,NAD83 / UTM zone 9N,436320.68,7002522,1246.59,Historical,154.53,-62,181.12
JS78-034,DDH,1978,JASON,Jason South,NAD83 / UTM zone 9N,436527.15,7002322.66,1203.34,Historical,154.23,-55,1.12
JS78-035,DDH,1978,JASON,Jason Exploration,NAD83 / UTM zone 9N,437071.2,7002801.72,1171.46,Historical,133.2,-51,273.12
JS78-036,DDH,1978,JASON,Jason Exploration,NAD83 / UTM zone 9N,437202.2,7002800.77,1157.63,Historical,230.12,-51,270.12
JS78-037,DDH,1978,JASON,Jason Exploration,NAD83 / UTM zone 9N,437187.66,7002800.32,1159.16,Historical,54.86,-50,91.12
JS78-038,DDH,1978,JASON,Jason Main,NAD83 / UTM zone 9N,437124.39,7002696.14,1155.46,Historical,30.48,-55,345.12
JS78-039,DDH,1978,JASON,Jason Main,NAD83 / UTM zone 9N,437117.46,7002715.98,1156.61,Historical,68.58,-45,160.12
JS78-040,DDH,1978,JASON,Jason Main,NAD83 / UTM zone 9N,437105.59,7002646.73,1155.35,Historical,97.54,-55,57.12
JS78-041,DDH,1978,JASON,Jason South,NAD83 / UTM zone 9N,436407.82,7002363.92,1212.82,Historical,144.78,-54,49.12
JS78-042,DDH,1978,JASON,Jason South,NAD83 / UTM zone 9N,436453.59,7002340.61,1208.28,Historical,143.26,-55,46.12
JS78-043,DDH,1978,JASON,Jason Exploration,NAD83 / UTM zone 9N,436524.1,7002262.91,1194.47,Historical,192.02,-55,46.12
JS79-044,DDH,1979,JASON,Jason Exploration,NAD83 / UTM zone 9N,436340.15,7002461.24,1234.52,Historical,60.35,-50,46.12
JS79-045,DDH,1979,JASON,Jason Exploration,NAD83 / UTM zone 9N,436186.8,7002558.77,1242.62,Historical,149.05,-50,46.12
JS79-046,DDH,1979,JASON,Exploration,NAD83 / UTM zone 9N,437447.05,7000551.15,1203.1,Historical,277.06,-60,271.12
JS79-047,DDH,1979,JASON,Jason Exploration,NAD83 / UTM zone 9N,436125.68,7002693.65,1259.59,Historical,166.12,-50,224.12
JS79-048,DDH,1979,JASON,Exploration,NAD83 / UTM zone 9N,434780.03,7003316.85,1309.01,Historical,87.48,-55,226.12
JS79-049,DDH,1979,JASON,Jason Exploration,NAD83 / UTM zone 9N,436046.72,7002984.5,1283.02,Historical,281.94,-57,201.12
JS79-050,DDH,1979,JASON,Exploration,NAD83 / UTM zone 9N,434674.01,7003166.13,1337.54,Historical,397.76,-55,46.12
JS79-051,DDH,1979,JASON,Jason South,NAD83 / UTM zone 9N,436367.61,7002308.1,1202.28,Historical,3.96,-60,33.12
JS79-051A,DDH,1979,JASON,Jason South,NAD83 / UTM zone 9N,436367.61,7002308.1,1202.28,Historical,305.41,-60,33.12
JS79-052,DDH,1979,JASON,Exploration,NAD83 / UTM zone 9N,435262.89,7003737.5,1372.34,Historical,209.39,-50,46.12
JS80-053,DDH,1980,JASON,Jason Exploration,NAD83 / UTM zone 9N,436280.63,7002416.66,1222.06,Historical,309.37,-55,31.12
JS80-054,DDH,1980,JASON,Jason Exploration,NAD83 / UTM zone 9N,436611.54,7002510.84,1215.73,Historical,386.79,-65,207.12
JS80-055,DDH,1980,JASON,Jason Exploration,NAD83 / UTM zone 9N,436200.56,7002782.18,1279.34,Historical,242.93,-65,226.12
JS80-056,DDH,1980,JASON,Jason Main,NAD83 / UTM zone 9N,436688.58,7002619.17,1230.05,Historical,23.62,-70,229.12
JS80-056A,DDH,1980,JASON,Jason Main,NAD83 / UTM zone 9N,436688.58,7002619.17,1230.05,Historical,647.4,-70,229.12
JS80-056AW1,DDH,1980,JASON,Jason Main,NAD83 / UTM zone 9N,436688.58,7002619.17,1230.05,Historical,679.7,-70,229.12
JS80-057,DDH,1980,JASON,Jason Exploration,NAD83 / UTM zone 9N,436512.14,7001966.82,1158.36,Historical,17.98,-50,76.12
JS80-057A,DDH,1980,JASON,Jason Exploration,NAD83 / UTM zone 9N,436512.14,7001966.82,1158.36,Historical,182.27,-50,61.12
JS80-058,DDH,1980,JASON,Exploration,NAD83 / UTM zone 9N,434979.09,7004135.64,1450.87,Historical,170.99,-70,226.12
JS80-059,DDH,1980,JASON,End Zone,NAD83 / UTM zone 9N,433205.45,7004941.39,1407.13,Historical,153.31,-50,206.24
JS80-060,DDH,1980,JASON,End Zone,NAD83 / UTM zone 9N,433205.45,7004941.39,1407.13,Historical,242.32,-70,206.24
JS80-061,DDH,1980,JASON,Jason Exploration,NAD83 / UTM zone 9N,436485.24,7002633.13,1276.85,Historical,203.3,-78,217.12
JS80-062,DDH,1980,JASON,End Zone,NAD83 / UTM zone 9N,433253.9,7004763.69,1373.8,Historical,135.64,-50,28.24
JS80-063,DDH,1980,JASON,Jason South,NAD83 / UTM zone 9N,436401.92,7002765.54,1295.52,Historical,591.62,-72.5,184.12
JS80-063W1,DDH,1980,JASON,Jason South,NAD83 / UTM zone 9N,436401.92,7002765.54,1295.52,Historical,379.78,-72.5,184.12
JS80-063W2,DDH,1980,JASON,Jason South,NAD83 / UTM zone 9N,436401.92,7002765.54,1295.52,Historical,561.9,-72.5,184.12
JS80-064,DDH,1980,JASON,End Zone,NAD83 / UTM zone 9N,433255.48,7004764.92,1373.8,Historical,206.96,-60,208.24
JS80-065,DDH,1980,JASON,End Zone,NAD83 / UTM zone 9N,433317.39,7004879.55,1410.4,Historical,238.05,-71,211.24
JS80-066,DDH,1980,JASON,Exploration,NAD83 / UTM zone 9N,433459.3,7004539.05,1352.62,Historical,384.35,-55,32.24
JS80-067,DDH,1980,JASON,End Zone,NAD83 / UTM zone 9N,433084.24,7004859.78,1375.23,Historical,99.67,-50,31.24
JS81-068,DDH,1981,JASON,Jason South,NAD83 / UTM zone 9N,436435.45,7002625.3,1276.62,Historical,971.4,-90,1.12
JS81-068W1,DDH,1981,JASON,Jason South,NAD83 / UTM zone 9N,436435.45,7002625.3,1276.62,Historical,862.93,-90,1.12
JS81-068W2,DDH,1981,JASON,Jason South,NAD83 / UTM zone 9N,436435.45,7002625.3,1276.62,Historical,806.81,-90,1.12
JS81-068W3,DDH,1981,JASON,Jason South,NAD83 / UTM zone 9N,436435.45,7002625.3,1276.62,Historical,726.34,-90,1.12
JS81-068W4,DDH,1981,JASON,Jason South,NAD83 / UTM zone 9N,436435.45,7002625.3,1276.62,Historical,750.31,-90,1.12
JS81-068W5,DDH,1981,JASON,Jason South,NAD83 / UTM zone 9N,436435.45,7002625.3,1276.62,Historical,980.54,-90,1.12
JS81-069,DDH,1981,JASON,Jason Exploration,NAD83 / UTM zone 9N,436385.55,7003104.68,1347.29,Historical,1042.72,-80,181.12
JS81-070,DDH,1981,JASON,Jason South,NAD83 / UTM zone 9N,436467.79,7002729.54,1296.55,Historical,847.65,-80.1,172.32
JS81-070W1,DDH,1981,JASON,Jason South,NAD83 / UTM zone 9N,436467.79,7002729.54,1296.55,Historical,910.44,-80.1,172.32
JS81-071,DDH,1981,JASON,Jason Main,NAD83 / UTM zone 9N,436672.83,7002704.01,1252.87,Historical,108.2,-49.5,19.12
JS81-072,DDH,1981,JASON,Jason Main,NAD83 / UTM zone 9N,436672.83,7002704.01,1252.87,Historical,203,-75,19.12
JS81-073,DDH,1981,JASON,Jason Main,NAD83 / UTM zone 9N,436658.82,7002627.21,1235.8,Historical,24.99,-69,21.12
JS81-074,DDH,1981,JASON,Jason Main,NAD83 / UTM zone 9N,436658.82,7002627.21,1235.8,Historical,274.93,-69,19.12
JS81-075,DDH,1981,JASON,Jason Main,NAD83 / UTM zone 9N,436660.82,7002625.21,1235.8,Historical,553.83,-82.5,19.12
JS81-076,DDH,1981,JASON,Jason Main,NAD83 / UTM zone 9N,436494.17,7002722.64,1296.69,Historical,168.25,-59,6.12
JS81-077,DDH,1981,JASON,Jason Main,NAD83 / UTM zone 9N,436660.82,7002625.21,1235.8,Historical,298.09,-76,19.12
JS81-078,DDH,1981,JASON,Jason Main,NAD83 / UTM zone 9N,436494.17,7002722.64,1296.69,Historical,428.55,-83,356.12
JS81-078W1,DDH,1981,JASON,Jason Main,NAD83 / UTM zone 9N,436494.17,7002722.64,1296.69,Historical,181.79,-83,356.12
JS81-078W2,DDH,1981,JASON,Jason Main,NAD83 / UTM zone 9N,436494.17,7002722.64,1296.69,Historical,376.85,-83,356.12
JS81-079,DDH,1981,JASON,End Zone,NAD83 / UTM zone 9N,432916.61,7004870.16,1362.15,Historical,403.86,-60,211.24
JS81-080,DDH,1981,JASON,Jason Main,NAD83 / UTM zone 9N,436776.29,7002679.33,1220.13,Historical,249.02,-83.5,16.12
JS81-081,DDH,1981,JASON,Jason Main,NAD83 / UTM zone 9N,436776.29,7002679.33,1220.13,Historical,109.73,-65,26.12
JS81-082,DDH,1981,JASON,End Zone,NAD83 / UTM zone 9N,432911.75,7004858.75,1362.85,Historical,520.29,-75,31.24
JS81-083,DDH,1981,JASON,Jason Main,NAD83 / UTM zone 9N,436857.22,7002577.28,1188.57,Historical,332.23,-77,356.12
JS81-084,DDH,1981,JASON,Jason Exploration,NAD83 / UTM zone 9N,436523.97,7002481.75,1234.46,Historical,621.49,-85.25,173.12
JS81-085,DDH,1981,JASON,Jason South,NAD83 / UTM zone 9N,436492.17,7002525,1246.21,Historical,324.31,-90,1.12
JS81-085W1,DDH,1981,JASON,Jason South,NAD83 / UTM zone 9N,436492.17,7002525,1246.21,Historical,620.27,-90,1.12
JS81-085W2,DDH,1981,JASON,Jason South,NAD83 / UTM zone 9N,436492.17,7002525,1246.21,Historical,669.04,-90,1.12
JS82-086,DDH,1982,JASON,Jason Main,NAD83 / UTM zone 9N,436676.82,7002704.69,1252.44,Historical,848.25,-67.98,185.32
JS82-086W1,DDH,1982,JASON,Jason Main,NAD83 / UTM zone 9N,436676.82,7002704.69,1252.44,Historical,776.33,-67.98,185.32
JS82-087,DDH,1982,JASON,Jason South,NAD83 / UTM zone 9N,436411.34,7002727.22,1293.6,Historical,758.34,-75.92,168.62
JS82-088,DDH,1982,JASON,Jason South,NAD83 / UTM zone 9N,436395.43,7002183.16,1185.88,Historical,467.26,-65,38.12
JS82-089,DDH,1982,JASON,Jason South,NAD83 / UTM zone 9N,436526.49,7002477.86,1234.17,Historical,347.47,-62,193.12
JS90-090,DDH,1990,JASON,Exploration,NAD83 / UTM zone 9N,437648.71,7000078.65,1305,Historical,166.4,-60,226.12
JS90-091,DDH,1990,JASON,Jason Exploration,NAD83 / UTM zone 9N,436538.37,7001950.42,1160,Historical,190.8,-60,136.12
JS90-092,DDH,1990,JASON,Jason Exploration,NAD83 / UTM zone 9N,436590.34,7002061.34,1161.01,Historical,369.7,-60,61.12
JS90-093,DDH,1990,JASON,Jason Exploration,NAD83 / UTM zone 9N,436786.24,7002974.26,1284.46,Historical,137.2,-60,181.12
JS90-094,DDH,1990,JASON,Exploration,NAD83 / UTM zone 9N,436163.44,7003380.53,1356.53,Historical,236.5,-60,226.12
JS90-095,DDH,1990,JASON,Exploration,NAD83 / UTM zone 9N,436673.19,7003242.49,1340,Historical,128.3,-60,226.12
